restaurant,review_date,traveler_type,review
Ichiran Ramen Taiwan,2019-12-01T00:00:00Z,Solo,Taste just exactly like the one in Tokyo. All of us love it and have additional egg and the meat on the side. The soup is just remarkable.
Ichiran Ramen Taiwan,2019-11-01T00:00:00Z,Family,Nice ramen broth with thin tender pork slices. Up your spice level. Good first experience eating in own booth but rather expensive as not table seating with service. Recommended to try if not too long queue.
Ichiran Ramen Taiwan,2019-11-01T00:00:00Z,Solo,"Have tried the Ichiran in Japan (Osaka and Nagoya). Wasn't disappointed. Atmosphere is similar, food just as good except find the ramen slightly overcooked. But still enjoyed very much. Satisfied."
Lawry s The Prime Rib,2023-09-01T00:00:00Z,Friends,The dedicated tableside service staff was kind and professional. She also remembered the last time I had a meal here. The single bottle of red wine she recommended was also very good. The food recommendations were also great. The food tasted very good and the overall dining experience was great.
Lawry s The Prime Rib,2020-04-01T00:00:00Z,Solo,"The main objective for this lunch was the prime rib and to that topic specifically it was great. Lawry's of course is an established establishment and the quality of food will always be steady in terms of the meat. But, I must say the starter courses are far below what I expected, and to be honest, I wasn't expecting much.

The soup was way too salty (beef vegetable soup), the crab cakes lacked flavor and the ""greens"" underneath the crab cakes were shriveled and wet (probably not stored properly?), lawry's spinning salad is normal cant mess up sauce that comes in a bottle.

All in all, the meat is good, for the first serving go for the thickest cut, but since after the first serving every serving after the rarity of the meat can not be chosen, it will come out as medium or more, so I would suggest to get the 7.5oz thin cuts."
Lawry s The Prime Rib,2020-11-01T00:00:00Z,Family,Prime rib was extra delicious that day. It was cooked well for medium rare thin or with bone. We had a lovely romantic night except for a few baby crying and kids wondering around events.
Lawry s The Prime Rib,2025-02-01T00:00:00Z,Friends,"The price and the meal, the atmosphere, the service are not equal to the American restaurant experience

1. Beverage before meals: The texture of sweet roots and vegetable juice is not fine enough, and the taste is slightly rough.
2. Salad: Selected vegetables are common, sauce flavor is flat, can not stimulate appetite.
3. Soup and front dishes: the taste of mushroom sauce is still good, but light, lack of level feeling; Hokkaido dried beet size is small, taste is normal, and expectations differ, it is not recommended to select.
4. Main meal - ribs: Although the portion is full and the visual effect is good, but when the actual taste, after removing fat meat, many parts are still resilient, even if you choose three-point cooking, the meat has not reached the expected softness, chewing is very hard.
5. Main meal - Boston shrimp: The appearance is refined, but the shrimp meat is old, the taste is ordinary, and the overall taste is not in proportion to its high price.
6. Drinks and desserts: moderate performance, no impressive highlights.
7. Service and atmosphere: The restaurant's service and overall atmosphere are the most amazing part of this dining experience. Since this is our first visit, booking time is 13:30 and arrival is on time. During the meal, the servant's dish fell in awe, and the dish was filled with fragments. After the main meal was finished, it was only 15: 00, the servant began to accelerate the checkout in an implicit manner, and the overall meal time was urgent and bad.

In summary, according to the standards of international American luxury restaurants, the Taipei Shinjuku restaurant still has considerable room for progress in the communication skills of the staff, crisis handling, attitude to service and the quality of meals, so that it can match its pricing."
Lawry s The Prime Rib,2020-08-01T00:00:00Z,Friends,"The overall quality of the food is lower than before and the service at times was not great. Food wise our appetizers were cold when we got them, the taste was okay but being that it was a hot appetizer you would expect it to be warm at least. The french onion soup used cheddar cheese which made it felt cheap and when we saw it i was a bit surprised and confirmed it was cheddar cheese which beforw it wasn’t. The taste def was affected by it. The prime rib is still the star of the mean but lawry’s sides are always a highlight but I was disappointed in the quality of the sides, either just on the warm side and the taste def was not as great compared to before. Service, they were rushing every course which at one point got really annoying I was eating my salad and had the fork in my hand and my waiter came over and asked if he can take it away. We were stunned and I had to tell him it is very obvious i am still eating. I felt the meal was rushed and i cudnt even enjoy my conversations with my friends bc they wud just randomly interrupt without caring that we were in the middle of a conversation. I hope with the move to bellavita in oct they will re-raise the quality."
Lawry s The Prime Rib,2023-08-01T00:00:00Z,Family,The restaurant is located inside the Dame Department Store. It has convenient parking and is close to the MRT City Hall. The decoration design style is high-end and the atmosphere is very suitable for celebrations. High-quality ingredients and good service attitude
Lawry s The Prime Rib,2020-02-01T00:00:00Z,Solo,"The service was good and the waiters were very nice, went there for 6 months anniversary and they had a cake prepared for us also sang a song. in the end they made us a hand made card. overall it was a good experience finding there."
Lawry s The Prime Rib,2022-07-01T00:00:00Z,Solo,"My first time I am visiting this restaurant. ""Price is what you pay. Value is what you get"" (Warren Buffet). The quality of the service, the coziness of the room, and the excellency of the food are what I experienced during the meal. You will feel this whenever you are (in Taiwan, US, or Singapore). Great and congrats to all..."
Lawry s The Prime Rib,2024-12-01T00:00:00Z,Friends,"The elegant environment is suitable for parties with children
The service staff is nice and very careful
Enjoy great meals for adults and children
The furnace meat makes eating a very double group of people
All to meet their own preferences"
Lawry s The Prime Rib,2016-05-01T00:00:00Z,Solo,"I like to give some sort of positive review if possible whenever I visit somewhere and enjoy at least some part of the meal.
Unfortunately last night at Lawry's didn't have very much positive to talk about.
We arrive a little after 8pm for dinner and were told before we were seated there was no more prime rib but we could order anything else on the menu.
Odd. No prime rib at a prime rib restaurant?
Hmmmm.
But we decide to venture in anyway. Mistake.
We order steaks.
Then we noticed the prime rib serving cart was still making rounds through the restaurant, happily serving prime rib to hungry patrons.
When our dinner was served, my Wagyu steak ordered medium came to the table almost bleeding rare. I had to send it back.
My friend's aged steak came out looking like a flat iron steak and wasn't cooked right either.
It should also be noted the restaurant was only about 10% full. Far more open tables than full.
At this point we were feeling like this was a hidden camera gag on us because the prime rib serving cart was still in motion, serving everyone else in the restaurant except us.
We sat in amazed confusion as this just kept on happening at the few tables near us.
Then, the manager approaches our table and inquires if our steaks will be enough food because, TA DA!! there is still prime rib available, and would we like some?
Really? Unbelievable.
We told the manager to please walk away from us so we could stew in stunned silence at what had just happened.
At this point we felt it would be best to ramble on so we asked for our check and again we were sadly surprised to see not a single item had been taken off them tab, no concessions of poor service or our bad experience.
Paid the bill and swore off Lawry's forever.
I will never return."
Lawry s The Prime Rib,2016-06-01T00:00:00Z,Family,"First impression is woah! Friendly and sophisticated serving, pleasant ambiance, clean and neat, but unfortunately the compliments end here. I was rather disappointed afterwards.
""The famous spinning salad"", seriously? Nothing but a cheap show off and you end up with a basic tasteless salad. The roasted beef was nicely done but a bit fatty for my taste."
Lawry s The Prime Rib,2012-12-01T00:00:00Z,Solo,"The food and service were good as usual. There were lots of birthday and anniversary celebrations around us, so it might be a good idea to place business luncheon away from celebration parties."
Lawry s The Prime Rib,2015-11-01T00:00:00Z,Family,"The Lawry's prime Rib (raost beef) was alright. The spinning salad was a gimmick. Tasted alright, but silly or touristy. Quality didn't match the price. The mashed potatoes were flavorless. Almost tasted like powdered potatoes. The creamed corn or whatever it was, was also flavorless and slightly awful, tasted very unhealthy, I mean what is it? Then the Lawry's fllavored shaker pepper and salt?! Oh my, at a fancy restaurant they have that crap. Iodine salt? No fluer de sel. No pepper grinder mill. With the service and price there should have been someone with a long pepper mill grinding for me and some special gourmet salt. They try to be high-end but they look low class with those stupid shakers on the table. Ya think they could make some new labeling looking gourmet or tasteful."
Lawry s The Prime Rib,2011-08-01T00:00:00Z,Couples,"Food is ok, but the price performance is not that good~"
Din Tai Fung,2023-10-01T00:00:00Z,Friends,"Din Tai Fung is a culinary masterpiece! From the first bite of their legendary dumplings to the flavorful Dan Dan Noodles, every dish is a taste sensation. Impeccable service and a warm ambiance make this spot a must-visit for food lovers. In a word: exceptional!"
Din Tai Fung,2018-12-01T00:00:00Z,Solo,"It's what you expect. A lot of tourists and if you unlucky, the waiting time can be real long. So the food is totally good and enjoy it. Some of the things is really hot so don't burn yourself. The one with truffle is my favorite and i always go for this dish..."
Din Tai Fung,0208-09-01T00:00:00Z,Couples,"This is the original restaurant at yongkang street. It has more ambience since the look and furniture are original when they opened. Like the other branches, it’s a wait during all hours , and a long wait during peak hours"
Din Tai Fung,2018-07-01T00:00:00Z,Solo,"Stumbled across this place when I investigated why there was a big crowd of people. There was a long wait, but as a single I was sat right away. The menu is big, prices are very reasonable for a Michelin star rated restaurant. Staff was great. Food was on outstanding. Not sure if you could about d let new if you were in a group, but it was an excellent experience."
Din Tai Fung,2018-05-01T00:00:00Z,Solo,"Reservations were made by Taipei friends, who ordered all the courses. Excellent service, delicious food. Excellent acoustics in the room, so conversation easy."
Din Tai Fung,2018-06-01T00:00:00Z,Couples,"A few branches in taipei and the irony is there are more branches overseas Besides the famous dumplings, the chicken/wine appetiser, chicken soup are also good Service is excellent"
Din Tai Fung,2018-04-01T00:00:00Z,Couples,"Xialong Bao, Xialong Bao, Xialong Bao!!! Theo only thing that constantly comes back to me is Xialong Bao at at Din Tai Fung. Reviewers compliments other restaurants and said some to be better than Din Tai Fung but I disagreed. We tried at least 4 other top rated restaurants from budget to mid range pricing, but did not any that actually matched Din Tai Fung's Xialong Bao. The service was very good too. The waitresses really took care of us as we went from one dish to another in confusion. Din Tai Fung would still be our first choice next time."
Din Tai Fung,2018-01-01T00:00:00Z,Couples,"When I think of Taiwan I always think of xiao long bao. This place is a perfect machine for these things. The workers work with precision, like intense robots. The service is fine, but the server was rushing and spilled beer on my LV bag and myself, but more than made up for it by the apology, a free beer, some pineapple cake, and dessert bao. The food is actually really delicious and the xiao long bao are to die for!"
Din Tai Fung,2017-12-01T00:00:00Z,Solo,"Probably going to be the next export thing from Taiwain to the world. Already in China and Australia. The food and setup is great. If kitchen labor cost would be as favorable in the western world I guess it would be the next, and healthier, McD."
Din Tai Fung,2017-11-01T00:00:00Z,Family,"This has to be on anyone who visits Taipei, just so you can see for yourself if they truly are the best dumplings in Taiwan. For me, another restaurant took that title, but Din Tai Fung was still excellent. A bonus is that we arrived at 8 and the two of us did not need to queue, because we were willing to share a table upstairs. Pork Xiao long bao, prawn chilli dumplings, prawn dumplings, braised pork and noodles, and water spinach. All delicious and mouthwatering. Complimentary green tea is provided, which is a nice touch. Bill came to 1300 NTD all in for 2 which is excellent value for the quality."
Din Tai Fung,2017-05-01T00:00:00Z,Solo,A little expensive for a foodie who loves street food but worth a try especially their xiao long bao.
Din Tai Fung,2017-07-01T00:00:00Z,Solo,"Yes, Din Tai Fung has overseas branches but I think it is more authentic to have Din Tai Fung in Taipei. I have had all the Din Tai Fung quotas before leaving Taipei."
Din Tai Fung,2017-05-01T00:00:00Z,Family,Good restaurant and the dumplings don't have a overwhelming taste at the same time packs the flavor. However they need to accept credit card like other stores
Din Tai Fung,2017-05-01T00:00:00Z,Family,"And it's because the food is always high quality and delicious. Even though it's a chain, it's well worth going to any of the branches, and while there are plenty of other places for xiao ling bao, the restaurant chain is justifiably renowned."
Inparadise,2025-04-01T00:00:00Z,Family,"Came here in the afternoon tea setting. For my money, luxury Chinese food doesn't get much better than this place. The photos speak for themselves. Unlimited sushi with varieties like botan ebi, wagyu, hokkaido scallop, and king salmon, what else can one ask for? (ok maybe hamachi). The lamb chops, tiger shrimps grilled/tempura/garlic fried were all absolutely amazing. Having chawanmushi done inside a whole egg shell topped with salmon roe is not just flavorful but also like a work of art. The clam chowder with a super crunchy pastry on top was my choice of seconds, while the peking duck also didn't disappoint (I had a full sized leg to myself!) The dessert section looked like a fancy pastry shop from Paris, while the drinks section featured many exclusive alcohol and tea, of which I favored a rose oolong tea. Just by writing this review I feel the need to go back again!"
Inparadise,2024-04-01T00:00:00Z,Couples,"Excellent variety of choices, a five-star dining experience where most of the stations were staffed, and courses made fresh on the spot, rather than the typical heat-lamps. Seafood steamed in front of you, hand rolls made to order, souffles fresh out of the oven, more choices than we had a stomach for! Beautiful views and atmospheres high atop the Breeze Building. Attentive staff and enough variety for anyone. The experience defies description. I found this to be the best anywhere I've had on the planet."
Inparadise,2024-05-01T00:00:00Z,Family,"Food was mediocre, view was amazing, good drink options (moonlight and starry night), reservations are a must and sometimes difficult to get. Have your hotel or a friend assist in booking, I emailed them and was able to get reservations. Otherwise just a one time hit, won't be coming back."
Inparadise,2023-12-01T00:00:00Z,Family,"Had a great 2023 Holiday dinner at Inparadise. The buffet itself took up the entire floor of the building. It spanned 360 degrees. A diverse range of food stations - examples included: raw/sushi, seafood, steam table, grill, desserts, etc. Definitely a focus on seafood but lots of other options as well. The sushi station was of higher quality than your typical buffet."
Inparadise,2024-02-01T00:00:00Z,Friends,"The food is very diverse and delicious, and the environment is also very good. Although the price is not cheap, the CP value is very high, even better than the buffets in many five-star hotels. I come here often if I have the opportunity."
Inparadise,2023-05-01T00:00:00Z,Family,"Food is really a BUFFET ceiling. I have eaten at many places, but the dishes are really rich. There are so many choices and almost none of them are Lei’s meals. Moreover, you can see the night view of Taipei City by the window. This quality is perfect!! The only drawback is that it's really hard to locate and the phone calls often don't go through."
Inparadise,2023-06-01T00:00:00Z,Business,The food was excellent. The decor is basic and serve its purpose. Great view. Great value for the food and experience. Overall rating 4.0 out of 5.0 comparing to other global world class buffets. 5.0 rating buffets are Bacchanal and Wynn at Las Vegas.
Inparadise,2023-03-01T00:00:00Z,Couples,LOVELY VIEW ESPECIALLY WHEN IT IS ON A 64TH FLOOR. DIFFICULT TO MAKE A BOOKING AS I WAS TOLD THAT THEY ARE ALWAY FULLY BOOKED
Inparadise,2020-11-01T00:00:00Z,Solo,"Great selection, quality, view at a reasonable price. One of the best high end buffet in Taipei. Great for family or with friends. To try."
Inparadise,2020-02-01T00:00:00Z,Solo,"We had a great time the first day after we arrived after a long flight to Taiwan. We booked about a month ahead and were able to get window seats. The staff was very courteus, the food delicious with about 4 different buffet areas, and of course the view was great. It was definitely a treat."
Inparadise,2020-01-01T00:00:00Z,Family,"The previous for us was eating lunch, this time we make our reservation two months before over the phone and we finally succeeded. The food remains their standard and no big difference between day and night, the main reason for the night was you can non stop eating for four hours starting from 5:30pm. The congee and the sushi bar still my favorite, and if the food in teppanyaki can remain hot when serving the customers will be much better."
Inparadise,2019-11-01T00:00:00Z,Solo,"This place was fabulous, the views, food and service. Located on the 46th floor, every table had a exceptional view of Taipei. The food was a real delight from the fresh seafood to the duck. I'll be going back to this place again!"
Inparadise,2019-12-01T00:00:00Z,Solo,One of the nicest place to eat in Taiwan. I enjoyed the many choices of fresh seafood. I normally don’t like buffet but this place was an exception. The reason being of all the exotic seafoods. For 100 bucks a person it sure was worth the value.
Inparadise,2019-11-01T00:00:00Z,Friends,"Our daughter-in-law invited us to have buffet lunch. The restaurant is situated on the 46th floor with a 360 degree panoramic view of Taipei. It has a capacity to accommodate a few hundred patronage. Despite that you had better make a booking beforehand as very often you will miss out by its full-house situation. Foods are splendid and fantastic. They range from very fresh seafoods of various kind from king prawns, fresh raw fish, crabs, and abalone in the seafood section! Oriental foods such as Japanese sushi and tampura ring the changes of your appeitite on the other end of list. Carvery is good too with steaks, pork, lamb and different kinds of hams. There are many types of dishes suitable for vegetarians and vegan options, and exotic ones such as real bee honey hives is among the display of various types of desserts! Drinks are plentiful and being served with assorted cocktails, beers, freshly brewed coffee and tea. Lunch buffet starts at 11.30am and finishes at 2.00pm. The time we went the restaurant offers special at NT$1200 per person! It was an excellent occasion to dine along with our in-laws from Taipei and a glimpse of the panormaic 360 degree view of Taipei from the 46th floor. It was a very good occasion for family gathering!"
La Farfalla (Humble House),2025-01-01T00:00:00Z,Business,"Attended a large group lunch meeting on January 17. Food choices, taste, quality, and presentation were excellent. High praise to the head chef and entire food staff. Definitely worth visiting."
La Farfalla (Humble House),2019-04-01T00:00:00Z,Solo,Well-educated waitstaff provided high-quality service. Friendly and professional service stood out. A nice place worth returning to occasionally.
La Farfalla (Humble House),2021-01-01T00:00:00Z,Couples,Excellent Italian food at a very reasonable price. Nice and friendly service. Loved the place and atmosphere.
La Farfalla (Humble House),2023-06-01T00:00:00Z,Family,"Hotel amenities and location were great, but breakfast food variety was disappointing. Limited options and slow service. Expected more for a five-star hotel."
La Farfalla (Humble House),2015-04-01T00:00:00Z,Friends,"Food was average, but service quality was very poor for a fine dining restaurant. Did not meet expectations for the price."
La Farfalla (Humble House),2018-06-01T00:00:00Z,Family,"Breakfast was nice overall, but guests had to prepare their own coffee, which felt unusual for a five-star hotel."
La Farfalla (Humble House),2017-11-01T00:00:00Z,Couples,"Some dishes were good, especially the salmon. The chicken was dry and only average."
La Farfalla (Humble House),2017-08-01T00:00:00Z,Friends,Food variety was acceptable but lacked refinement. Main courses were disappointing compared to other options in the area.
La Farfalla (Humble House),2017-05-01T00:00:00Z,Family,"Excellent dining experience with high-quality food, elegant service, and a pleasant atmosphere."
La Farfalla (Humble House),2016-06-01T00:00:00Z,Couples,"Atmosphere was strong, but food execution and service repeatedly failed. Main course issues were poorly handled and disappointing."
La Farfalla (Humble House),2016-02-01T00:00:00Z,Friends,"Seafood was not as fresh as expected, and dessert variety was limited and underwhelming."
La Farfalla (Humble House),2015-10-01T00:00:00Z,Friends,"Excellent afternoon tea buffet with standout items such as apple pie, foie gras, and soufflé."
La Farfalla (Humble House),2015-10-01T00:00:00Z,Couples,"Location was convenient, but food and service did not provide a strong reason to return."
Latest Recipe (Le Meridien),2025-10-01T00:00:00Z,Business,"Excellent breakfast experience with a great juice corner and omelet station. Staff were warm, attentive, and helpful despite the busy atmosphere. Service and food quality were outstanding."
Latest Recipe (Le Meridien),2011-12-01T00:00:00Z,Solo,"Very wide buffet selection with seafood, roasts, pasta, Japanese, Chinese, cheese, and an impressive dessert bar. Extremely popular and often fully booked. Reservations strongly recommended."
Latest Recipe (Le Meridien),2018-10-01T00:00:00Z,Solo,"Good variety of food including fruits, salads, and desserts. Clean restaurant with good service. Sparkling water would be a nice addition."
Latest Recipe (Le Meridien),2014-01-01T00:00:00Z,Family,"Did not meet international five-star expectations. Lunch selection was more limited than dinner, beverage service was inconvenient, and service organization was poor. Overpriced for the experience."
Latest Recipe (Le Meridien),2017-09-01T00:00:00Z,Solo,Fresh seafood and enjoyable dessert selection. Overall good quality for a buffet experience.
Latest Recipe (Le Meridien),2018-05-01T00:00:00Z,Family,"Dinner buffet offered a large variety of dishes and drinks. Although pricey, the experience was worth it and very satisfying for a family meal."
Latest Recipe (Le Meridien),2017-12-01T00:00:00Z,Friends,Food quality and selection were limited for the high price. Service was poor and staff attitude was disappointing. Not worth the cost compared to other options in Taipei.
Latest Recipe (Le Meridien),2017-03-01T00:00:00Z,Friends,"Large buffet with global cuisine options, but nothing stood out as exceptional. Noisy atmosphere and not worth the price compared to local restaurants."
Latest Recipe (Le Meridien),2016-12-01T00:00:00Z,Family,"Excellent Christmas buffet with high-quality food, tender meats, and outstanding service. Staff were attentive and professional. One of the best buffet experiences in Taipei."
Latest Recipe (Le Meridien),2015-12-01T00:00:00Z,Friends,Buffet was overrated with limited selection and mediocre seafood. Did not live up to its reputation given the price and long reservation wait.
Latest Recipe (Le Meridien),2015-10-01T00:00:00Z,Business,Buffet was spacious and clean but food quality did not justify the price. Many items felt frozen and lacked freshness.
Latest Recipe (Le Meridien),2015-02-01T00:00:00Z,Solo,Very large seafood selection including premium ingredients. High quality but also expensive compared to other buffets.
Latest Recipe (Le Meridien),2013-08-01T00:00:00Z,Solo,"Atmosphere and service were good, but food lacked a wow factor. Price felt high for buffet-quality dishes."
Latest Recipe (Le Meridien),2011-09-01T00:00:00Z,Family,Excellent service and fresh food across multiple buffet stations. Upscale atmosphere with strong variety and well-sized portions.
Thai Bazaar,2024-05-01T00:00:00Z,Couples,"Modern Thai restaurant in a shopping center. Green curry was decent, but Pad Thai lacked authentic flavor and was too salty. Food arrived very fast, but the restaurant was noisy and the cleaning station in the center was distracting."
Thai Bazaar,2023-06-01T00:00:00Z,Business,"Very good food overall. Fish in lemon sauce, scallop salad, and chicken curry were especially delicious. Disappointed that wine could not be ordered by the glass even though it was listed."
Thai Bazaar,2020-06-01T00:00:00Z,Solo,90-minute dining limit and gets crowded on weekends. Good food and pleasant ambience. Reservations are recommended.
Thai Bazaar,2019-06-01T00:00:00Z,Business,Good Thai flavors and a nice atmosphere. A popular choice and suitable for group gatherings.
Thai Bazaar,2019-03-01T00:00:00Z,Friends,Fast serving speed with stable food quality. Dishes arrived quickly and diners were not rushed when the restaurant was not busy.
Thai Bazaar,2018-07-01T00:00:00Z,Friends,Tasty food with good service. Would return again to try different dishes.
Thai Bazaar,2018-03-01T00:00:00Z,Couples,"Interesting menu with a mix of Thai and non-traditional dishes. Standard items were fine, though authenticity varied. Good service overall."
Thai Bazaar,2017-12-01T00:00:00Z,Friends,"Good option for treating friends or family. Portions were generous and food was good, but special celebration requests were not acknowledged."
Thai Bazaar,2016-12-01T00:00:00Z,Couples,Friendly staff with quick and responsive service. Food was tasty and the restaurant is worth trying.
Thai Bazaar,2016-11-01T00:00:00Z,Friends,Consistently good food and service across multiple visits. Quality met expectations each time.
Thai Bazaar,2016-10-01T00:00:00Z,Friends,"High expectations due to location, but flavors lacked balance and freshness compared to other Thai restaurants in Taipei."
Thai Bazaar,2016-06-01T00:00:00Z,Friends,"Friendly service and very good food, though dishes were slightly too spicy. Overall a great dining experience."
Top Cap Steakhouse,2020-01-01T00:00:00Z,Solo,Excellent steakhouse experience comparable to top US steakhouses. Wonderful service and high-quality dry-aged steaks. Highly recommended for steak lovers staying nearby.
Top Cap Steakhouse,2019-12-01T00:00:00Z,Couples,Filet mignon was delicious. Staff were attentive and the restaurant atmosphere was comfortable and not too noisy. A good place for dinner.
Top Cap Steakhouse,2019-10-01T00:00:00Z,Couples,Staff spoke English well and provided great food and service. Would definitely return when visiting Taipei again.
Top Cap Steakhouse,2019-08-01T00:00:00Z,Friends,Lunch set menu was reasonably priced. Food quality was good and service was decent.
Top Cap Steakhouse,2018-10-01T00:00:00Z,Couples,"Steak and French onion soup were acceptable, but service was inconsistent. Felt more like a family-style restaurant than a fine steakhouse. Expensive for the experience."
Top Cap Steakhouse,2019-11-01T00:00:00Z,Solo,"Long wait despite arriving early due to large reservations. Food wait time was nearly two hours. Service was polite and apologetic, but the long wait affected the experience."
Top Cap Steakhouse,2019-07-01T00:00:00Z,Family,"Food quality remained excellent. Pan-fried scallops were fresh, porcini cappuccino was flavorful, and steak was the highlight. Excellent service and a great lunch experience."
Top Cap Steakhouse,2017-06-01T00:00:00Z,Solo,"Outstanding dining experience with a premium set menu. Wagyu ribeye steak was exceptionally tender and flavorful. High-quality oysters, bread, and wine pairing. Worth every penny."
Top Cap Steakhouse,2017-02-01T00:00:00Z,Family,Fresh ingredients cooked properly with superb service. Very convenient location with parking available.
Top Cap Steakhouse,2016-05-01T00:00:00Z,Couples,"Good execution of a classic white-tablecloth steakhouse. Service and food quality were strong, though prices were high. Overall a good steak dining option in Taipei."
Top Cap Steakhouse,2016-08-01T00:00:00Z,Family,"Surprisingly good steakhouse located in a mall. Premium meat selections were excellent, buffet and dessert options were a nice bonus."
Top Cap Steakhouse,2021-01-01T00:00:00Z,Friends,Steak and side dishes were good. Salad and bread stood out. Location inside a department store made the environment noisy. Wine by the glass was expensive. Service was fast and friendly.
Top Cap Steakhouse,2019-08-01T00:00:00Z,Family,Delicious food and attentive service. A perfect place for celebrating a birthday and worth the price.
Top Cap Steakhouse,2019-08-01T00:00:00Z,Solo,Enjoyable first visit with friendly staff and good seating. Lamb chops were excellent. Service was efficient but felt rushed at the end of the meal.
Top Cap Steakhouse,2018-11-01T00:00:00Z,Business,Wagyu Australian beef was excellent and extremely tender. Would return again for steak when visiting Taiwan.
Mala Hot Pot,2025-03-01T00:00:00Z,Family,"Large all-you-can-eat hot pot buffet with abundant meat, seafood, vegetables, drinks, desserts, and ice cream. Mala soup was aromatic and not overly numbing. Clean, fresh, and good value for eating a lot in one meal."
Mala Hot Pot,2024-10-01T00:00:00Z,Couples,High-quality beef and prawns at a reasonable price. Not gourmet dining but very satisfying hotpot experience. Ice cream was a nice finishing touch.
Mala Hot Pot,2023-10-01T00:00:00Z,Friends,Excellent hotpot experience with plenty of ingredients. Orders delivered by robot. Unlimited Movenpick and Haagen-Dazs ice cream. Sauces and drinks were self-serve.
Mala Hot Pot,2023-02-01T00:00:00Z,Family,Limited dining time but good variety of toppings. Large selection of desserts and ice cream. Fun experience for families with kids.
Mala Hot Pot,2019-10-01T00:00:00Z,Solo,"Wide selection of meats, seafood, condiments, drinks, and desserts. Spacious layout with built-in induction tables. Service was fast and efficient."
Mala Hot Pot,2019-07-01T00:00:00Z,Family,"Poor service with ordered dishes not arriving despite reminders. Food quality was acceptable for the price, but service was disappointing."
Mala Hot Pot,2018-12-01T00:00:00Z,Couples,"Buffet-style hotpot with optional premium beef or prawn upgrades. Large selection of food, drinks, and Haagen-Dazs ice cream. Reservation required due to high demand."
Mala Hot Pot,2019-01-01T00:00:00Z,Solo,Vegetable broth option available. Items ordered from menu with free-flow drinks and premium ice cream brands. Buffet limited to two hours. Reservation recommended.
Mala Hot Pot,2019-01-01T00:00:00Z,Family,"Overrated and not cheap. Aside from the Haagen-Dazs ice cream, the food was ordinary and nothing stood out."
Mala Hot Pot,2018-12-01T00:00:00Z,Family,"Very good value buffet with wide variety of food and beverages, including free-flow beer and wine. Two-hour limit was sufficient. Highly recommended."
Mala Hot Pot,2018-12-01T00:00:00Z,Family,"Excellent spread of meats, seafood, vegetables, drinks, and desserts. Ala carte buffet style allows unlimited ordering. Soup bases were flavorful and suitable for family meals."
Mala Hot Pot,2018-11-01T00:00:00Z,Family,"Popular hotpot chain with good variety, sauces, drinks, and ice cream. Meat quality was average compared to other hotpot restaurants. Reservation advised."
Mala Hot Pot,2018-04-01T00:00:00Z,Family,Nice atmosphere with a very good food selection. Plenty of vegetarian options and a wide range of desserts and ice cream. Would return again.
Mala Hot Pot,2018-10-01T00:00:00Z,Family,"One of the best value all-you-can-eat hotpot options in Taipei. Strong meat quality, large variety of food, drinks, and desserts. Multiple soup base choices."
Mala Hot Pot,2018-10-01T00:00:00Z,Couples,Excellent value all-you-can-eat hotpot with prime beef and premium ice cream brands. Two-hour dining limit was sufficient. Very enjoyable experience.
Antonios Italian Restaurant,2025-12-01T00:00:00Z,Friends,Food was amazing with reasonable portions and good service. Dishes felt more authentic than many Italian restaurants usually experienced by travelers.
Antonios Italian Restaurant,2025-11-01T00:00:00Z,Family,"Outstanding gluten-free options for guests with celiac disease. Staff were knowledgeable and accommodating, including cooking guest-provided gluten-free pasta. Excellent service and a memorable dining experience."
Antonios Italian Restaurant,2025-10-01T00:00:00Z,Family,Food was average and served at room temperature. Garlic sauce lacked flavor and dishes were drenched in olive oil. Would not return.
Antonios Italian Restaurant,2025-08-01T00:00:00Z,Family,Very good food with great service and pleasant atmosphere. Chicken parmesan stood out as the best dish. Prices were fair and portions generous.
Antonios Italian Restaurant,2025-08-01T00:00:00Z,Couples,"Food was good overall, but service was slow and disorganized. Long wait times caused food to arrive at different times and get cold. Probably would not be the first choice next time."
Antonios Italian Restaurant,2025-08-01T00:00:00Z,Couples,"Excellent food, service, and prices. Pizza was especially good. Friendly, welcoming atmosphere and would definitely return."
Antonios Italian Restaurant,2024-12-01T00:00:00Z,Solo,Wonderful Italian restaurant with tasty food and excellent service. Would definitely return.
Antonios Italian Restaurant,2024-09-01T00:00:00Z,Family,"Lovely decor with murals, tasty food at reasonable prices, and excellent service. A very enjoyable dining experience."
Antonios Italian Restaurant,2024-06-01T00:00:00Z,Family,Great food with fast and friendly service. Garlic knots and spaghetti with meatballs were especially good.
Antonios Italian Restaurant,2024-06-01T00:00:00Z,Couples,Located in a strip mall but with a nice atmosphere. Good service and flavorful Italian food at a fair price.
Antonios Italian Restaurant,2024-05-01T00:00:00Z,Couples,"Excellent food and service. Generous portions, especially pasta dishes. A highly rated local restaurant worth visiting."
Antonios Italian Restaurant,2024-02-01T00:00:00Z,Family,"Mixed experience. One diner disliked the sauce and meatballs, while another found the food acceptable. Service was friendly but language barriers were noticeable. Unlikely to return."
Antonios Italian Restaurant,2023-12-01T00:00:00Z,Couples,"Hidden gem away from tourist areas. Large portions, fair prices, and friendly service. Menu offers something for everyone."
